CPF-Source-ID	Related-ID	CPF-Type	NameEntry	Date	Subject	Place	Occupation	Activity	BiogHist	Citation	Citation-URL	Citation-FoundData
25777.r024	n79109184	person	Freund, Gisèle							William Beekman Collection of Virginia Woolf and Her Circle, 1731-1941 (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/25777.xml	Freund, Gisèle
25777.r025		corporateBody	Hogarth Press							William Beekman Collection of Virginia Woolf and Her Circle, 1731-1941 (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/25777.xml	Hogarth Press
25777.r026		corporateBody	Lefevre Gallery							William Beekman Collection of Virginia Woolf and Her Circle, 1731-1941 (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/25777.xml	Lefevre Gallery
25777.r027		corporateBody	London Artists' Association							William Beekman Collection of Virginia Woolf and Her Circle, 1731-1941 (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/25777.xml	London Artists' Association
25763.c01	n82145642	person	Gottlieb, William P.		African American jazz musicians -- New York (State) -- New York#Jazz musicians -- Portraits#Jazz musicians -- United States#Women jazz musicians				<biogHist><p>William P. Gottlieb was born in Brooklyn, New York in 1917 and died in 2006 in Great Neck, New York. He was a photographer and journalist who became known particularly for his portraits and reviews of jazz musicians. Beginning in the late 1930s, he covered jazz for The Washington Post. Between 1943 and 1945, he served in the Army Air Corp as a photo officer. After the war, he took up residence in New York, where he worked for Down Beat magazine as a staff writer and photographer. In 1948, he retired from photography. He subsequently started a filmstrip company and also wrote several children's books. In 1994, several of his jazz photographs were featured as United States postage stamps.</p><title>The Washington Post</title><title>Down Beat</title></biogHist>	William P. Gottlieb Photographs, 1938-1948 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/25763.xml	Gottlieb, William P.
25763.r001	n50033872	person	Gillespie, Dizzy, 1917-1993	1917^Birth#1993^Death						William P. Gottlieb Photographs, 1938-1948 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/25763.xml	Gillespie, Dizzy, 1917-1993
25763.r002	n50033023	person	Holiday, Billie, 1915-1959	1915^Birth#1959^Death						William P. Gottlieb Photographs, 1938-1948 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/25763.xml	Holiday, Billie, 1915-1959
25763.r003	n81032095	person	Kenton, Stan							William P. Gottlieb Photographs, 1938-1948 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/25763.xml	Kenton, Stan
25763.r004	n50026395	person	Sinatra, Frank, 1915-1998	1915^Birth#1998^Death						William P. Gottlieb Photographs, 1938-1948 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/25763.xml	Sinatra, Frank, 1915-1998
25763.r005	n82025133	person	Williams, Mary Lou, 1910-1981	1910^Birth#1981^Death						William P. Gottlieb Photographs, 1938-1948 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/25763.xml	Williams, Mary Lou, 1910-1981
24928.c01	n50032183	person	Callas, Maria, 1923-1977	1923^Birth#1977^Death					<biogHist><p>Maria Callas (December 2, 1923 – September 16, 1977) was an American-born Greek soprano. She was one of the most renowned and influential opera singers of the 20th century.</p><p>Dorle Jarmel (born December 14, 1900) worked for Arthur Judson as the press representative of the New York Philharmonic from around 1926. Among her responsibilities was the publicity of Toscanini's European tour with the Philharmonic in 1930. She married Dario Soria on July 26, 1942. It was her second marriage. In the 1950s Dorle Soria was head of press, promotion and advertising for Angel Records, which was known not just for its full-length recordings of operas but also for its elaborate packaging, which included complete libretti and photographs. In the 1960s Dorle wrote a weekly column that was published in Carnegie Hall programs; she also wrote for High Fidelity, Opera News, and Musical America, where her monthly column was called "Artist Life." Dorle Soria died July 7, 2002, at age 101.</p></biogHist>	Correspondence between Maria Callas and Dorle Soria, 1950-1982 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24928.xml	Callas, Maria, 1923-1977
24928.r001	n87900267	person	Soria, Dorle							Correspondence between Maria Callas and Dorle Soria, 1950-1982 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24928.xml	Soria, Dorle
24928.r002		person	Soria, Dario							Correspondence between Maria Callas and Dorle Soria, 1950-1982 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24928.xml	Soria, Dario
24928.r003	n97858892	person	Piccagliani, Erio							Correspondence between Maria Callas and Dorle Soria, 1950-1982 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24928.xml	Piccagliani, Erio
24928.r004		person	Rapisarda, Henry							Correspondence between Maria Callas and Dorle Soria, 1950-1982 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24928.xml	Rapisarda, Henry
24928.r005	n97045573	person	Siegel, Arthur S.							Correspondence between Maria Callas and Dorle Soria, 1950-1982 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24928.xml	Siegel, Arthur S.
24928.r006		corporateBody	Cetra-Soria Series							Correspondence between Maria Callas and Dorle Soria, 1950-1982 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24928.xml	Cetra-Soria Series
25767.c01		person	Arovo, Sonia		Ballet companies -- Photographs#Ballet dancers -- Photographs#Choreographers -- United States -- 20th century#Dancers -- 20th century				<biogHist><p>Sonia Arova (née Sonia Errio, 1927-2001) was a Bulgarian-born international ballet star and artistic director. Trained in Paris and England, she danced in Ballets Russes, the London Festival Ballet, the Royal Ballet and the American Ballet theatre among others. In 1966, Arova was appointed artistic director and ballerina for the Norwegian Ballet in Oslo, where her American husband Thor Brian Sutowski (1945 -) was a principal. Within four years, she left Europe with her husband for the United States. Their first appointment was as artistic directors of the San Diego Ballet Company. In 1976, an opportunity arose in Birmingham, Alabama for both to teach at the Alabama School of Fine Arts. Concurrently, Arova received the appointment of artistic director of the Alabama Ballet. In 1996, the couple returned to San Diego, where Arova was appointed artistic advisor to the California Ballet.</p><p>Arova died on February 4, 2001.</p></biogHist>	Sonia Arova collection, 1946-2013 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/25767.xml	Arovo, Sonia
25767.r001	n97859162	person	Sutowski, Thor							Sonia Arova collection, 1946-2013 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/25767.xml	Sutowski, Thor
24874.c01	n79054067	person	Conrad, Joseph, 1857-1924	1857^Birth#1924^Death	Novelists, English -- 20th century -- Biography		Authors			Joseph Conrad letter and Elbridge L. Adams typescript, 1923 (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/24874.xml	Conrad, Joseph, 1857-1924
24874.r001	n50036845	person	Adams, Elbridge L., 1866-	1866^Birth						Joseph Conrad letter and Elbridge L. Adams typescript, 1923 (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/24874.xml	Adams, Elbridge L., 1866-
25772.c01	n88218941	person	Gauthier, Eva, 1885-1958	1885^Birth#1958^Death	Music -- United States -- 20th century				<biogHist><p>Josephine Éva Phoebe Gauthier (1885-1958) was a Canadian-American vocalist best known for her performances of contemporary music, as well as her associations with George Gershwin, Igor Stravinsky, and other composers. She was born in Ottawa, Ontario, and began studying piano, harmony, and voice as a child.</p><p>In 1902, at age 17, she travelled to Europe for further study and to launch her career. She trained in Paris under the voice teachers Auguste-Jean Dubulle and Jacques Bouhy. Gauthier performed as a contralto at first, but expanded her range to include the soprano and coloratura registers, though she became known primarily as a mezzo-soprano.</p><p>By 1905, she had toured the United Kingdom and Canada with the famed singer Dame Emma Albani, who publically endorsed Gauther as her successor. She toured Europe as a soloist for a few years before her 1909 opera debut in Pavia, Italy. The following year, Gauthier was scheduled to premiere in Britain with the Royal Opera House at Covent Garden, but was replaced at the last minute. She resigned from the company and never attempted to perform opera again.</p><p>After the Covent Garden incident, Gauthier moved to Java, Indonesia, to live with her future husband, Frans Knoote, with whom she had a son named Evan. She stayed for four years, learning the music of Java and studying with a Gamelan orchestra (Gauthier may have been among the first classically trained western artists to do so). She also toured other countries in the region and performed recitals in China at a time when western classical music was rarely heard there.</p><p>Gauthier left Indonesia for New York when the First World War started. She began performing annually at Aeolian Hall, and a recital there in 1917 proved to be her breakthrough. She sang works of Stravinsky and Ravel, after which Stravinsky chose Gauthier to debut all his concert vocal compositions; she quickly became known for her associations with contemporary composers, who regularly submitted new works for her to perform.</p><p>Through the 1920s, Gauthier toured North America and Europe with a piano accompanist (usually Celius Dougherty), and occasionally performed with orchestras. She became attracted to jazz at that time, and in November 1923, at her annual Aeolian Hall recital, became the first classical musician to perform songs of Irving Berlin, Jerome Kern, and George Gershwin (accompanied by the composer). The program also included music by Schoenberg, Milhaud, Bartok, and Hindemith, and proved to be historic; it directly led to Gershwin's own premiere at Aeolian Hall a few months later, when he debuted his Rhapsody in Blue with the Paul Whiteman Orchestra.</p><p>Gauthier took a hiatus from performance in the late 1920s because of health and financial issues, but resumed her career from 1931 to 1937, after which she retired to concentrate on teaching private students and giving master classes. She maintained a presence in the arts and music scene of New York, attending performances of her students and other vocalists; she was also a founding member of the American Guild of Musical Artists, and served on its board of governors.</p><p>In her final years, Gauthier wrote articles about her life and career for The Musical Record and Musical Courier, and also wrote for radio. She died in New York on December 20, 1958.</p><p>Source: "Éva Gauthier, mezzo-soprano and voice teacher (1885-1958)." Library and Archives Canada, accessed June 13, 2019. http://www.collectionscanada.gc.ca/gramophone/028011-1009-e.html</p></biogHist>	Éva Gauthier collection of published scores, circa 1905 - 1958 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/25772.xml	Gauthier, Eva, 1885-1958
