CPF-Source-ID	Related-ID	CPF-Type	NameEntry	Date	"Date Type"	Subject	Place	Occupation	Activity	BiogHist	Citation	Citation-URL	Citation-FoundData
9320-Archives_Orn126.r002	n84013575	person	"Stresemann, Erwin, 1889-1972"	1889	Birth						"Heinrich Expedition collection, 1930-1956 (Department of Ornithology Archives)"		"Stresemann, Erwin, 1889-1972"
				1972	Death								
9320-Archives_Orn126.r003	n78097027	person	"Mayr, Ernst, 1904-2005"	1904	Birth						"Heinrich Expedition collection, 1930-1956 (Department of Ornithology Archives)"		"Mayr, Ernst, 1904-2005"
				2005	Death								
9320-Archives_Orn126.r004	n50024127	person	"Amadon, Dean"								"Heinrich Expedition collection, 1930-1956 (Department of Ornithology Archives)"		"Amadon, Dean"
9320-Archives_Orn126.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Heinrich Expedition collection, 1930-1956 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9320-Archives_Orn126.r005		corporateBody	"Heinrich Expedition, 1930-1932"								"Heinrich Expedition collection, 1930-1956 (Department of Ornithology Archives)"		"Heinrich Expedition (1930-1932)"
9292-Archives_Orn107.c01	n78096880	person	"Jaques, Francis Lee, 1887-1969"	1887	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Stoll-McCracken Expedition field catalog, 1928 (Department of Ornithology Archives)"		"Jaques, Francis Lee, 1887-1969"
				1969	Death								
9292-Archives_Orn107.c02		corporateBody	"Stoll-McCracken Siberian Arctic Expedition of the American Museum of Natural History, 1928"						"American Museum of Natural History. Department of Ornithology. Archives."		"Stoll-McCracken Expedition field catalog, 1928 (Department of Ornithology Archives)"		"Stoll-McCracken Siberian Arctic Expedition of the American Museum of Natural History (1928)"
9270-Archives_Orn91.c01	n80002406	person	"Brown, F. Martin (Frederick Martin), 1903-1993"	1903	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Rothschild collection - O. T. Baron collector papers, 1964 (Department of Ornithology Archives)"		"Brown, F. Martin (Frederick Martin), 1903-1993"
				1993	Death								
9270-Archives_Orn91.r001		person	"Baron, O. T."								"Rothschild collection - O. T. Baron collector papers, 1964 (Department of Ornithology Archives)"		"Baron, O. T."
9150-Archives_Orn49.c01	n78096880	person	"Jaques, Francis Lee, 1887-1969"	1887	Birth	Art			"American Museum of Natural History. Department of Ornithology. Archives."		"Francis Lee Jaques drawings collection, 1929, undated (Department of Ornithology Archives)"		"Jaques, Francis Lee, 1887-1969"
				1969	Death								
9311-Archives_Orn103.c01	no96053458	person	"Smith, Neal Griffith, 1937-"	1937	Birth	Gulls			"American Museum of Natural History. Department of Ornithology. Archives."		"Neal Smith collection, 1960 (Department of Ornithology Archives)"		"Smith, Neal Griffith, 1937-"
9165-Archives_Orn15.c01	amnhp_1000371	person	"Chapin, James Paul, 1889-1964"	1889	Birth		"Congo (Democratic Republic)"		"American Museum of Natural History. Department of Ornithology. Archives."		"James P. Chapin Congo bibliography, 1930s-1950s (Department of Ornithology Archives)"		"Chapin, James Paul, 1889-1964"
				1964	Death								
9315-Archives_Orn138.c01		person	"Malbrant, René, 1903-1961"	1903	Birth	"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Dr. R. Malbrant collection, 1945 (Department of Ornithology Archives)"		"Malbrant, René, 1903-1961"
				1961	Death								
9310-Archives_Orn102.c01	no00003575	person	"Smith, Herbert H. (Herbert Huntington), 1851-1919"	1851	Birth	"Birds -- Nests"			"American Museum of Natural History. Department of Ornithology. Archives."		"Herbert H. Smith collection, 1882-1883 (Department of Ornithology Archives)"		"Smith, Herbert H. (Herbert Huntington), 1851-1919"
				1919	Death								
9273-Archives_Orn94.c01		person	"Sage, Dean, Jr."			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Sage West China Expedition collection, 1934-1935 (Department of Ornithology Archives)"		"Sage, Dean, Jr."
9273-Archives_Orn94.c02	amnhp_1000191	person	"Birckhead, Hugh"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Sage West China Expedition collection, 1934-1935 (Department of Ornithology Archives)"		"Birckhead, Hugh"
9273-Archives_Orn94.c03		corporateBody	"Sage West China Expedition, 1934"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Sage West China Expedition collection, 1934-1935 (Department of Ornithology Archives)"		"Sage West China Expedition (1934)"
9273-Archives_Orn94.c04		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Sage West China Expedition collection, 1934-1935 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9362-Archives_Orn151.c01		person	"Gill, Geoffrey"			"Birds -- Ecuador -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Geoffrey Gill field catalog, 1921 (Department of Ornithology Archives)"		"Gill, Geoffrey"
9362-Archives_Orn151.c02	n2017001202	person	"Cherrie, George Kruck, 1865-1946"	1865	Birth	"Birds -- Ecuador -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Geoffrey Gill field catalog, 1921 (Department of Ornithology Archives)"		"Cherrie, George Kruck, 1865-1946"
				1946	Death								
9362-Archives_Orn151.c03	no96048925	person	"Tate, G. H. H. (George Henry Hamilton), 1894-1953"	1894	Birth	"Birds -- Ecuador -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Geoffrey Gill field catalog, 1921 (Department of Ornithology Archives)"		"Tate, G. H. H. (George Henry Hamilton), 1894-1953"
				1953	Death								
9333-Archives_Orn141.c01		person	"Meng, Heinz"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Meng Heinz catalog and correspondence collection, 1984 (Department of Ornithology Archives)"		"Meng, Heinz"
9325-Archives_Orn131.c01		person	"Kaempfer, Emil"						"American Museum of Natural History. Department of Ornithology. Archives."		"Emil Kaempfer collection, 1925-1927 (Department of Ornithology Archives)"		"Kaempfer, Emil"
9325-Archives_Orn131.c02		person	"Naumburg, Elsie M. B. (Elsie Margaret Binger), 1880-1953"	1880	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Emil Kaempfer collection, 1925-1927 (Department of Ornithology Archives)"		"Naumburg, Elsie M. B. (Elsie Margaret Binger), 1880-1953"
				1953	Death								
9325-Archives_Orn131.r001		corporateBody	"Naumburg-Kaempfer Expedition, 1926"								"Emil Kaempfer collection, 1925-1927 (Department of Ornithology Archives)"		"Naumburg-Kaempfer Expedition (1926)"
9389-Archives_Orn197.c01	n99055016	person	"Archbold, Richard"			"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Archbold Expeditions collection, 1929-1967 (Department of Ornithology Archives)"		"Archbold, Richard"
9389-Archives_Orn197.c02		person	"Van Deusen, Hobart M."			"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Archbold Expeditions collection, 1929-1967 (Department of Ornithology Archives)"		"Van Deusen, Hobart M."
9389-Archives_Orn197.c03		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Archbold Expeditions collection, 1929-1967 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9389-Archives_Orn197.r001		corporateBody	"Archbold Expeditions"								"Archbold Expeditions collection, 1929-1967 (Department of Ornithology Archives)"		"Archbold Expeditions"
9296-Archives_Orn111.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Timor and Sumba Expedition collection, 1932-1956 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9296-Archives_Orn111.r001		corporateBody	"Timor and Sumba Expedition, 1931-1932"								"Timor and Sumba Expedition collection, 1932-1956 (Department of Ornithology Archives)"		"Timor and Sumba Expedition (1931-1932)"
9198-Archives_Orn1.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Department of Ornithology history collection, 1888-1986 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9388-Archives_Orn196.c01	n50036582	person	"Allen, J. A. (Joel Asaph), 1838-1921"	1838	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Joel Asaph Allen papers, 1885-1908 (Department of Ornithology Archives)"		"Allen, J. A. (Joel Asaph), 1838-1921"
				1921	Death								
9194-Archives_Orn53.c01	n88265263	person	"Brooks, Allan, 1869-1946"	1869	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Allan Brooks' original Illustrations for Dwight's ""Gulls of the World"" collection, 1920s (Department of Ornithology Archives)"		"Brooks, Allan, 1869-1946"
				1946	Death								
9194-Archives_Orn53.r001	n93011599	person	"Dwight, Jonathan, 1858-1929"	1858	Birth						"Allan Brooks' original Illustrations for Dwight's ""Gulls of the World"" collection, 1920s (Department of Ornithology Archives)"		"Dwight, Jonathan, 1858-1929 -- Gulls (Laridae) of the World"
				1929	Death								
9324-Archives_Orn130.c01		person	"Jesurun, Mortimer"						"American Museum of Natural History. Department of Ornithology. Archives."		"Jesurun specimen collection materials, 1890-1893 (Department of Ornithology Archives)"		"Jesurun, Mortimer"
9324-Archives_Orn130.c02		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Jesurun specimen collection materials, 1890-1893 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9182-Archives_Orn34.c01	amnhp_1000371	person	"Chapin, James Paul, 1889-1964"	1889	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Chapin file: African Collectors and Travelers, mid-1800s-1970s (Department of Ornithology Archives)"		"Chapin, James Paul, 1889-1964"
				1964	Death								
9155-Archives_Orn7.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Department of Ornithology gifts and exchanges files, 1920s-2000s (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9360-Archives_Orn194.r001	n81085577	person	"Hernández, Mateo, 1884-1949"	1884	Birth						"Materials on sculptor Mateo Hernandez, 1940s (Department of Ornithology Archives)"		"Hernández, Mateo, 1884-1949"
				1949	Death								
9360-Archives_Orn194.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Materials on sculptor Mateo Hernandez, 1940s (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9392-Archives_Orn234.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"			Birdsongs			"American Museum of Natural History. Department of Ornithology. Archives."		"Collection of audio and video recordings of bird songs, 1923-2007 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9151-Archives_Orn2.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Department of Ornithology files, 1941-2005 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9379-Archives_Orn209.c01		person	"Menden, J. J."			"Birds -- Borneo"			"American Museum of Natural History. Department of Ornithology. Archives."		"Borneo-Menden collection, 1936-1937 (Department of Ornithology Archives)"		"Menden, J. J."
